CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
744,SAS Statistical Business Analyst Professional Certificate,SAS,133,4.7,Intermediate level,"Perform ANOVA, Regression, and logistic regression analysis with one or many inputs
Prepare inputs for predictive models
Train, validate, and evaluate statistical models
"
195,Dashboards in Qlik Sense: Decision-Support Dashboards,Coursera Project Network,0,0.0,Beginner level," Connect two or more distinct data sources to a common data pool 
 Elaborate interactive data visualizations and perform data discoveries 
 Display spatial data using data density overlaid on a map
"
703,Publication-Ready Tables in R,Coursera Project Network,0,0.0,Intermediate level,"Create Publication-Ready Tables for Descriptive Statistics
Create Publication-Ready Tables for Inferential Statistics
Create Publication-Ready Tables for Time-to-event (Survival) Data
"
667,Predict Diabetes with a Random Forest using R,Coursera Project Network,113,4.5,Intermediate level,"Complete a random Training and Test Set from one Data Source using an R function.
Practice data distribution using R and ggplot2.
Apply a Random Forest model.
"
313,Deep-Dive into Tensorflow Activation Functions,Coursera Project Network,0,0.0,Intermediate level,"Learn when, where, why and how to use different activation functions and for which situations
Code examples of each activation function from scratch in Python
"
737,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera Project Network,34,4.4,Beginner level,"Understand the basic building blocks in the Python language.
Develop a Python program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).
Read a file that has a long DNA sequence and then apply the code to the data in the file.
"
332,Diabetes Disease Detection with XG-Boost and Neural Networks,Coursera Project Network,0,0.0,Beginner level,"Build, Train and Test XG-Boost and Artificial Neural Networks Model
Train an ANN and XG-Boost algorithms to solve classification type problems
Perform Data Visualization and Exploratory Data Analysis
"
730,Regression with Automatic Differentiation in TensorFlow,Coursera Project Network,64,4.7,Beginner level,"Understanding tensor constants, and tensor variables in TensorFlow.
Understanding automatic differentiation in TensorFlow.
Using automatic differentiation to solve a linear regression problem in TensorFlow.
"
188,Custom Attribution Modeling with Google Analytics,Coursera Project Network,82,4.5,Beginner level,"Understand and describe attribution modeling standards
Build and share a custom Analytics attribution model
Export data to elaborate it in Spreadsheets
"
105,Bracketology with Google Machine Learning,Google Cloud,0,0.0,Beginner level,"Use BigQuery to access the public NCAA dataset.
Prepare and transform the existing data into features and labels.
Use BQML to build a model based on the NCAA tournament dataset.
"
772,Simulation of Call Centre Operations Using R Simmer,Coursera Project Network,0,0.0,Beginner level,"Understand Simulation of Call Centre Operations
Model Discrete Event Simulations Using R Simmer
Capture Simulation Data, Plot Charts & Interpret Results
"
101,Big Data Specialization,University of California San Diego,9480,4.5,Beginner level,
860,Using ggplot,Coursera Project Network,0,0.0,Beginner level,"Install ggplot2
Load Tidyverse
Review RStudio functions
"
646,Non parametric Tests using R Cmdr,Coursera Project Network,0,0.0,Intermediate level,"Conduct non parametric tests : Wilcoxon and Kruskal Wallis using R cmdr
Conduct Chi square Goodness of fit and Tests of Independence
"
861,Using probability distributions for real world problems in R,Coursera Project Network,25,4.8,Beginner level,"Learn how to answer real world problems using the following probability distributions – Binomial, Poisson, Normal, Exponential and Chi-square
Learn how to visualize probability distributions of real world problems    
"
206,Data Analysis in R: Predictive Analysis with Regression,Coursera Project Network,0,0.0,Intermediate level,"Describe the data set (checking the structure of the dataset, checking for missing values, checking for correlations, basic data visualizations) 
Build regression models and interpret the results 
Predict new values using the regression model   
"
31,Access Bioinformatics Databases with Biopython,Coursera Project Network,32,4.5,Intermediate level,"Sequence alignment using NCBI-BLAST
Fetch PUBMED & Nucleotide sequence using ENTREZ, PDB, EXPASY
Access KEGG pathways and genes
"
462,Image Classification with Amazon Sagemaker,Coursera Project Network,98,4.6,Advanced level,"Prepare data for Sagemaker Image Classification.
Train a model using Sagemaker.
Deploy a trained model using Sagemaker.
"
116,Build an Income Statement Dashboard in Power BI,Coursera Project Network,11,4.6,Beginner level,"Build an Income statement dashboard in Power BI
Visualize the income statement using cards, table and column charts
Transform & clean data in the Power Query editor
"
360,Explore insights in text analysis using Azure Text Analytics,Coursera Project Network,0,0.0,Intermediate level,"Understand how Azure Text Analytics works and extract data
Use API and Microsoft Power BI to run Text Analysis
Create a Dashboard in Microsoft Power BIand Explore Insights
"
563,Machine Learning Algorithms: Supervised Learning Tip to Tail,Alberta Machine Intelligence Institute,410,4.7,,
834,Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,Google Cloud,0,0.0,Advanced level,"Create the Bigtable resource.  
Examine the Dataflow pipeline
Visualizing the data
"
605,Mathematics for Machine Learning Specialization,Imperial College London,12641,4.6,Beginner level,
361,Exploring NCAA Data with BigQuery,Google Cloud,0,0.0,Beginner level,"How to use BigQuery
How to  query the NCAA Public Dataset
How to write and executing queries
"
110,"Build Decision Trees, SVMs, and Artificial Neural Networks",CertNexus,10,4.9,Intermediate level,"Train and evaluate decision trees and random forests for regression and classification.
Train and evaluate support-vector machines (SVM) for regression and classification.
Train and evaluate multi-layer perceptron (ML) artificial neural networks (ANN) for regression and classification.
Train and evaluate convolutional neural networks (CNN) and recurrent neural networks (RNN) for computer vision and natural language processing tasks.
"
112,"Build Regression, Classification, and Clustering Models",CertNexus,10,4.2,Intermediate level,"Train and evaluate linear regression models.
Train binary and multi-class classification models.
Evaluate and tune classification models to improve their performance.
Train and evaluate clustering models to find useful patterns in unsupervised data.
"
366,"Extract, Transform, and Load Data",CertNexus,21,4.8,Intermediate level,
50,Advanced R Programming,Johns Hopkins University,568,4.2,Intermediate level,
121,Building R Packages,Johns Hopkins University,221,4.1,Intermediate level,
357,Exploratory Data Analysis in AWS,Whizlabs,0,0.0,Beginner level," Analyze and visualize data for machine learning  
 Demonstrate the implementation of  Kinesis Data Streams 
Examine AWS Glue service with creation of crawler and transform job 
"
556,ML Algorithms,Whizlabs,0,0.0,Beginner level,"Determine algorithm concepts in ML 
 Design Regression algorithms and Classification based algorithms  
  Examine Reinforcement learning algorithms and Forecasting algorithms  
"
622,Modeling in AWS,Whizlabs,0,0.0,Beginner level,"Analyze Modeling Concepts and train Machine Learning Models  
 Examine performance of machine learning models  
 Implement automatic model tuning by training a model  
"
638,Nearest Neighbor Collaborative Filtering,University of Minnesota,304,4.3,,
829,Tidyverse Skills for Data Science in R Specialization,Johns Hopkins University,86,4.6,Beginner level,"Organize a data science project
Import data from common spreadsheet, database, and web-based formats
Wrangle and manipulate messy data and build tidy datasets
Build presentation quality data graphics
Build predictive machine learning models
"
135,Business Statistics and Analysis Capstone,Rice University,420,4.7,,
621,Modeling Data in the Tidyverse,Johns Hopkins University,0,0.0,,"Describe different types of data analytic questions
Conduct hypothesis tests of your data
Apply linear modeling techniques to answer multivariable questions
Apply machine learning workflows to detect complex patterns in your data
"
865,Visualizing Data in the Tidyverse,Johns Hopkins University,20,4.7,,"Distinguish between various types of plots and their uses
Use the ggplot2 R package to develop data visualizations
Build effective data summary tables
Build data animations for visual storytelling
"
468,Importing Data in the Tidyverse,Johns Hopkins University,42,4.7,Beginner level,"Describe different data formats
Apply Tidyverse functions to import data into R from external formats
Obtain data from a web API
"
872,Wrangling Data in the Tidyverse,Johns Hopkins University,31,4.5,,"Apply Tidyverse functions to transform non-tidy data to tidy data
Conduct basic exploratory data analysis
Conduct analyses of text data
"
152,Citation Analysis for Bibliometric Study,Coursera Project Network,30,4.3,Beginner level,"Search and extract relevant research articles efficiently from a journal database
Learn about citations and references for a bibliometric literature review
Use the visualization tool Gephi to conduct a citation network analysis
"
160,Clinical Decision Support Systems - CDSS 4,University of Glasgow,0,0.0,Intermediate level,"Evaluating Clinical Decision Support Systems
Bias, Calibration and Fairness in Machine Learning Models
Decision Curve Analysis and Human-Centred Clinical Decision Support Systems
Privacy concerns in Clinical Decision Support Systems
"
57,Analyze Data in Azure ML Studio,Coursera Project Network,0,0.0,Beginner level,"Display descriptive statistics of a dataset
Measure relationships between variables
Visualize relationships between variables
"
497,Introduction to D3.js,Coursera Project Network,0,0.0,Intermediate level,"Get to know different SVG elements
Integrate data into the SVG elements using D3.JS
Build SVG-based Data Visualizations using D3.js
"
805,Support Vector Machine Classification in Python,Coursera Project Network,147,4.4,Intermediate level,"import the dataset and perform training/testing set splits
Apply feature scaling for normalization
Build an SVM classifier and make Predictions
Build a Confusion Matrix and Visualize the results
"
362,Expressway to Data Science: Python Programming Specialization,University of Colorado Boulder,121,4.7,Beginner level,"Fundamentals of Python Programming
Data Manipulation Packages such as Numpy and Pandas
Data Visualization Packages such as Matplotlib and Seaborn
"
758,Scikit-Learn For Machine Learning Classification Problems,Coursera Project Network,0,0.0,Beginner level,"Evaluate several trained classification models performance using various Key Performance Indicators (KPIs)
Understand the theory and intuition behind XG-Boost classifier model
Train machine learning classifier models using Scikit-Learn library
"
317,Deploy A Microsoft Azure Speech To Text Web App,Coursera Project Network,0,0.0,Beginner level,"Build and deploy a speech to text web app with Streamlit, Azure Cognitive Services and Heroku.
"
368,Facebook Network Analysis using Python and Networkx,Coursera Project Network,0,0.0,Intermediate level,"Learn to work with graph datasets and visualizing it using Networkx module in Python  
Learn about different centrality measures and how to calculate them
Learn about scale-free networks and associated properties
"
186,Creating a Data Warehouse Through Joins and Unions,Google Cloud,0,0.0,Beginner level,"Explore new ecommerce data on sentiment analysis.
Join together datasets and create new tables.
Append historical data with unions and table wildcards.
"
835,Traffic Sign Classification Using Deep Learning in Python/Keras,Coursera Project Network,375,4.6,Intermediate level,"Understand the theory and intuition behind Convolutional Neural Networks (CNNs).
Build and train a Convolutional Neural Network using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained CNN and ensure its generalization using various Key performance indicators.
"
379,Forecasting US Presidential Elections with Mixed Models,Coursera Project Network,14,4.2,Intermediate level,"Learn how the US elects Presidents in the Electoral College
Understand the basics of mixed effects models
Build a forecasting model to simulate the election using mixed effects models
"
866,Visualizing static networks with R,Coursera Project Network,0,0.0,Intermediate level,"Learn to preprocess raw data to create nodes and edges
Learn to create network data using the igraph package
Learn to visualize static networks with base R functions
"
60,Analyze Stock Data using R and Quantmod Package,Coursera Project Network,153,4.3,Beginner level,"How to Pull down Stock Data using the R Quantmod Package
Ability to quickly calculate daily returns on stocks chosen
Ability to graph the stocks and calculate a Sharpe Ratio for risk evaluation
"
516,Introduction to Node-red,Coursera Project Network,37,4.8,Beginner level,"Learn to work with Node-Red Environment
Learn to  work with core nodes
Learn to work with APIs in node red
"
29,AWS: Data Analysis and Visualization,Whizlabs,0,0.0,Beginner level,"Understand analysis and visualization based services
Design appropriate data analysis solution for a given scenario
Examine AWS based Visualization Services.
 Examine AWS based Analytics Services.
"
269,Data Visualization & Dashboarding with R Specialization,Johns Hopkins University,302,4.9,Beginner level,
770,Simple Recurrent Neural Network with Keras,Coursera Project Network,120,4.4,Intermediate level,"Create, train, and evaluate a recurrent neural network (RNN) in Keras.
Train a sequence to sequence RNN model to be able to solve simple addition equations given in string format.
"
837,Transfer Learning for Food Classification,Coursera Project Network,65,4.6,Beginner level,"Understand the theory and intuition behind Convolutional Neural Networks (CNNs) and transfer learning
Build and train a Deep Learning Model using Pre-Trained InceptionResnetV2
Assess the performance of trained CNN using various Key performance indicators 
"
542,Line Balancing With MILP Optimization In RStudio,Coursera Project Network,0,0.0,Beginner level,"Formulate Optmisation Problem & Determine Objective Function
Apply Constraints F& Solve Mixed Integer Linear Programming Model
Obtain & Analyse Optimized & Balanced Line
"
421,Get Familiar with ML basics in a Kaggle Competition,Coursera Project Network,32,4.3,Beginner level,"How to get familiar with Machine Learning basics and how to start a model prediction using basic supervised Machine Learning models.
Build, train, test and evaluate the performance of some models. 
Submit your first solution on the Kaggle platform.
"
554,Logistic Regression with NumPy and Python,Coursera Project Network,390,4.5,Beginner level,"Implement the gradient descent algorithm from scratch
Perform logistic regression with NumPy and Python
Create data visualizations with Matplotlib and Seaborn
"
441,Graduate Admission Prediction with Pyspark ML,Coursera Project Network,30,4.7,Intermediate level,"Learn to build the Linear Regression Model using Pyspark ML to predict admission
Learn to setup Pyspark and work with Pyspark dataframes in Colab Environment
Learn to clean and prepare data for analysis.
"
656,Performing Data Aggregation using SQL Aggregate Functions,Coursera Project Network,76,4.8,Intermediate level,"Retrieve data as summaries from tables of a database using SQL aggregate functions
 Understand how to set conditions on the result set of an aggregate functions using the HAVING clause
"
359,Exploratory Data Analysis with Seaborn,Coursera Project Network,434,4.6,Intermediate level,"Identify and interpret inherent quantitative relationships in datasets
Produce and customize various chart types with Seaborn in Python
Apply graphical techniques in exploratory data analysis (EDA)
"
608,Matrix Factorization and Advanced Techniques,University of Minnesota,186,4.3,,
265,Data Storage in Microsoft Azure for Associate Developers,Microsoft,21,4.5,Intermediate level,"The basics of storage management in Azure
How to create a Storage Account
How to choose the right model for your data
"
125,Building a Data Science Team,Johns Hopkins University,3274,4.5,,"Describe the various roles that make up a Data Science team
Manage a Data Science team onboarding
Know relevant questions for interviewing data scientists
Understand how to encourage and empower Data Science teams
"
179,Covid-19 Death Medical Analysis & Visualization using Plotly,Coursera Project Network,0,0.0,Beginner level,"Analyze and Visualize the current global scenario of Covid-19 using bar graphs, scatter plots and choropleth maps in Plotly express
Analyze and visualize  various medical conditions contributing to death due to Covid using Plotly express and Wordcloud text visualization
"
419,Geospatial Big Data Visualization with Kepler GL,Coursera Project Network,16,4.3,Beginner level,"Create different geospatial data visualizations with Kepler
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
"
328,Determine Shortest Paths Between Routers Using Python,Coursera Project Network,17,4.6,Intermediate level,"Create an Adjacency List using a Python Dictionary where each entry is a List. 
Add the Python function to find the shortest paths to each vertex from the source vertex. 
Add the function to populate the adjacency list of edges from a file using a Python Dictionary container.
"
211,Data Analysis with Python: Inform a Business Decision,Coursera Project Network,0,0.0,Beginner level,"Import data using the Pandas library for Python
Clean data using Pandas methods and Python scripts
Analyze and save a data set that answers a business question
"
840,Turn Ethical Frameworks into Actionable Steps,CertNexus,117,4.6,Beginner level,"Analyze ethical frameworks to determine their common principles.
Compare ethical frameworks and select one to guide decisions to resolve an organizational issue.    
Analyze applicable regulations, standards, and international best practices.
Integrate ethical principles, regulatory requirements, and business practicalities.    
"
326,Detect and Mitigate Ethical Risks,CertNexus,81,4.5,Beginner level," Summarize common sources of ethical risks.
Detect and mitigate ethical risks.
Evaluate risk identification and mitigation strategies within the lifecycle.
Analyze a sample AI model and create a plan to mitigate any identified risks. 
"
35,Advanced Business Analytics Capstone,University of Colorado Boulder,79,4.3,Intermediate level,"Create a well-structured and compelling presentation that showcases the most relevant and impactful insights from the analytics project
Design and customize predictive analytics models for loan classification and loss prediction
Devise investment fund allocation recommendations based on clustering and simulation-based optimization techniques
"
290,Data Wrangling with Python Specialization,University of Colorado Boulder,12,4.6,Beginner level,"Define techniques and methods for collecting data from various sources including files, web, databases, etc.
Identify statistical analysis and visualization techniques that can be used to gain insights into the data.
Calculate and apply techniques for data preprocessing such as dealing with missing values, outliers, sampling, normalization, and discretization.
"
649,Optimization for Decision Making,University of Minnesota,57,4.8,Beginner level,
66,Applied Data Science Specialization,IBM,7434,4.6,Beginner level,"Develop an understanding of Python fundamentals
Gain practical Python skills and apply them to data analysis
Communicate data insights effectively through data visualizations
Create a project demonstrating your understanding of applied data science techniques and tools
"
461,IBM Machine Learning Professional Certificate,IBM,1563,4.6,Intermediate level,"Master the most up-to-date practical skills and knowledge machine learning experts use in their daily roles
Learn how to compare and contrast different machine learning algorithms by creating recommender systems in Python 
Develop working knowledge of KNN, PCA, and non-negative matrix collaborative filtering
Predict course ratings by training a neural network and constructing regression and classification models
"
238,Data Mining Project,University of Illinois at Urbana-Champaign,44,4.5,,
736,"Response Surfaces, Mixtures, and Model Building",Arizona State University,61,4.7,Intermediate level,"Conduct experiments w/computer models and understand how least squares regression is used to build an empirical model from experimental design data
Understand the response surface methodology strategy to conduct experiments where system optimization is the objective
Recognize how the response surface approach can be used for experiments where the factors are the components of a mixture
Recognize where the objective of the experiment is to minimize the variability transmitted into the response from uncontrollable factors
"
383,Foundations of Machine Learning,Fractal Analytics,0,0.0,Beginner level,"Construct Machine Learning models using the various steps of a typical Machine Learning Workflow
Apply appropriate metrics for various business problems to assess the performance of Machine Learning models
Develop regression and tree based Machine learning  Models to make predictions on relevant business problems
Analyze  business problems where unsupervised Machine Learning models  could be used to derive value from data
"
450,Human Decision Making and its Biases,Fractal Analytics,27,5.0,Beginner level,"Explain how humans behave when given data to calculate results
Demonstrate  how perceptions, prejudices and biases affect human decision making
Illustrate that human decision making is challenging and humans need help to make better decisions
Summarize how humans can collaborate effectively with AI, overcoming their biases, perceptions and prejudices
"
623,Modern Big Data Analysis with SQL Specialization,Cloudera,1160,4.8,Beginner level,
267,Data Understanding and Visualization,University of Colorado Boulder,0,0.0,Intermediate level,"Understand and communicate the various statistical aspects of datasets, including measures of central tendency, variation, location, and correlation.
Utilize Pandas for data manipulation and preparation to set the foundation for data visualization.
Utilize Matplotlib and Seaborn to create accurate and meaningful data visualizations.
"
352,Explainable deep learning models for healthcare - CDSS 3,University of Glasgow,0,0.0,Intermediate level,"Program global explainability methods in time-series classification
Program local explainability methods for deep learning such as CAM and GRAD-CAM
Understand axiomatic attributions for deep learning networks
Incorporate attention in Recurrent Neural Networks and visualise the attention weights
"
766,Serverless Data Processing with Dataflow: Operations,Google Cloud,17,3.6,Advanced level,"Perform monitoring, troubleshooting, testing and CI/CD on Dataflow pipelines.
Deploy Dataflow pipelines with reliability in mind to maximize stability for your data processing platform
"
261,Data Science with R - Capstone Project,IBM,63,4.5,Intermediate level,"Write a web scraping program to extract data from an HTML file using HTTP requests and convert the data to a data frame.
Prepare data for modelling by handling missing values, formatting and normalizing data, binning, and turning categorical values into numeric values.
Interpret datawithexploratory data analysis techniques by calculating descriptive statistics, graphing data, and generating correlation statistics.
Build a Shiny app containing a Leaflet map and an interactive dashboard then create a presentation on the project to share with your peers.
"
719,Quantifying Relationships with Regression Models,Johns Hopkins University,17,4.6,Intermediate level,
610,Measurement – Turning Concepts into Data,Johns Hopkins University,70,4.8,Beginner level,
490,Introduction to Business Analysis Using Spreadsheets: Basics,Coursera Project Network,872,4.3,Beginner level,"Apply the basics of google sheets and Mathematical Functions.
Apply how to clean the data, and visualize quantities and categorical data.
"
230,Data Literacy in Practice,SAS,0,0.0,Beginner level,
210,Data Analysis with Python Specialization,University of Colorado Boulder,0,0.0,Intermediate level,"Describe and define the fundamental concepts and techniques used in Data Analysis.  Identify the appropriate techniques to apply.
Compare and contrast different Data Analysis techniques, including Classification, Regression, Clustering, Dimension Reduction, and Association Rules
Design and implement effective Data Analysis workflows, including data preprocessing, feature selection, and model selection
"
209,Data Analysis with Python Project,University of Colorado Boulder,0,0.0,Intermediate level,"Define the scope and direction of a data analysis project, identifying appropriate techniques and methodologies for achieving project objectives.
 Apply various classification and regression algorithms and implement cross-validation and ensemble techniques to enhance the performance of models.
Apply various clustering, dimension reduction association rule mining, and outlier detection algorithms for unsupervised learning models.
"
228,Data Literacy Essentials,SAS,0,0.0,Beginner level,
536,Key Technologies in Data Analytics Specialization,LearnQuest,46,4.1,Beginner level,
205,Data Analysis in R with RStudio & Tidyverse,Codio,17,4.3,Beginner level,"Describe a numerical data set using statistical functions in R
Import and manipulate data sets using Tidyverse
Determine if populations are different using statistical tests
Use statistical tests to describe or explain the relationship between data sets
"
734,Relational database systems,Universidad Nacional Autónoma de México,440,4.4,Intermediate level,
363,Expressway to Data Science: R Programming and Tidyverse Specialization,University of Colorado Boulder,28,4.2,Beginner level,"Install R and configure RStudio
Use the tidyverse to import, tidy, and join data
Create clear and effective data visualizations using the ggplot2 library
Develop and communicate reproducible research using RMarkdown
"
46,Advanced Machine Learning Algorithms,Fractal Analytics,0,0.0,Beginner level,"Employ regularization techniques for enhanced model performance and robustness.
Leverage ensemble methods, such as bagging and boosting, to improve predictive accuracy.
 Implement hyperparameter tuning and feature engineering to refine models for real-world challenges.
Combine diverse models for superior predictions, expanding your predictive toolkit. 
"
220,Data Collection and Integration,University of Colorado Boulder,0,0.0,Intermediate level,"How to utilize Python and Python packages to collect data from various sources
How to integrate data collected from various sources to a unified dataset for further processing and analysis
"
591,Managing Big Data in Clusters and Cloud Storage,Cloudera,291,4.7,Beginner level,"Use different tools to browse existing databases and tables in big data systems
Use different tools to explore files in distributed big data filesystems and cloud storage
Create and manage big data databases and tables using Apache Hive and Apache Impala
Describe and choose among different data types and file formats for big data systems
"
380,Foundations for Big Data Analysis with SQL,Cloudera,1076,4.8,Beginner level,"Distinguish operational from analytic databases, and understand how these are applied in big data
Understand how database and table design provides structures for working with data
Appreciate how differences in volume and variety of data affects your choice of an appropriate database system
Recognize the features and benefits of SQL dialects designed to work with big data systems for storage and analysis
"
746,SAS® Programming for Distributed Computing in SAS® Viya®,SAS,10,4.9,Advanced level,"Load data into SAS Cloud Analytic Services
Modify DATA step and SQL procedure code to execute in CAS
Use CAS-enabled procedures and CAS actions
"
138,CASL Programming for Distributed Computing in SAS® Viya®,SAS,0,0.0,Advanced level,"Connect to the CAS server to access and manage data. 
Use CASL to prepare and analyze data.
Create reports and visualizations using SAS Viya.
"
292,Data mining of Clinical Databases - CDSS 1,University of Glasgow,12,4.8,Intermediate level,"Understand the Schema of publicly available EHR databases (MIMIC-III)
Recognise the International Classification of Diseases (ICD) use
Extract and visualise descriptive statistics from clinical databases
Understand and extract key clinical outcomes such as mortality and stay of length
"
312,Deep learning in Electronic Health Records - CDSS 2,University of Glasgow,0,0.0,Intermediate level,"Train deep learning architectures such as Multi-layer perceptron, Convolutional Neural Networks and Recurrent Neural Networks for classification
Validate and compare different machine learning algorithms
Preprocess Electronic Health Records and represent them as time-series data
Imputation strategies and data encodings
"
229,Data Literacy Specialization,Johns Hopkins University,155,4.6,Beginner level,
773,Six Sigma for Process Improvement,SkillUp EdTech,0,0.0,Intermediate level,"Explain the core Six Sigma principles, methodologies, and techniques, with the systems and tools and their use for measurable organizational impact.
Explain the core Six Sigma principles, methodologies, techniques, and the systems and tools used for measurable organizational impact.
 Discuss the commonly used Design for Six Sigma (DFSS) methodologies and related design constraints.
Describe the key concepts of each phase of the DMAIC framework for process improvement in the organization.
"
149,ChatGPT Prompt Engineering for Developers,DeepLearning.AI,303,4.8,Beginner level,"Understand the core concepts and be able to describe how LLMs work
Understand and build intuition around best practices for prompt engineering
Use LLM APIs, and understand how they can can be used in applications for a variety of tasks.
"
537,LangChain Chat with Your Data,DeepLearning.AI,269,4.8,Beginner level,"Build your own chatbot so chat directly with information from your own documents and data.
Access over 80 unique loaders to handle accessing various data sources using LangChain.
Learn directly from LangChain creator, Harrison Chase.
"
124,Building Systems with the ChatGPT API,DeepLearning.AI,60,4.8,Beginner level," Efficiently build multi-step systems using large language models.  
 Learn to split complex tasks into a pipeline of subtasks using multistage prompts. 
 Evaluate your LLM inputs and outputs for safety, accuracy, and relevance. 
"
650,Overview of Data Visualization,Coursera Project Network,282,4.6,Beginner level,"Describe the concept and benefits of data visualization.
Demonstrate the process of charting data in Google Sheets.
Visualize data using the appropriate type of chart.
"
166,Communicate Effectively about Ethical Challenges in Data-Driven Technologies,CertNexus,73,4.4,Beginner level,"Develop inclusive strategies to clearly communicate the business impacts of ethical risks to diverse stakeholders.
Design communication strategies that are diverse, equitable, and inclusive.
Design a crisis communication plan to manage internal and external stakeholders during an ethical controversy.
"
76,Artificial Intelligence Algorithms Models and Limitations,LearnQuest,217,4.6,Beginner level,
77,Artificial Intelligence Ethics in Action,LearnQuest,79,4.6,Intermediate level,
571,Machine Learning Pipelines with Azure ML Studio,Coursera Project Network,747,4.6,Beginner level,"Pre-process data using appropriate modules
Train and evaluate a boosted decision tree model on Azure ML Studio
Create scoring and predictive experiments
Deploy the trained model as an Azure web service
"
754,SQL for Data Science with R,IBM,121,4.3,Beginner level,"Create and access a database instance on the cloud
Compose and execute basic SQL statements - SELECT, INSERT, UPDATE, DELETE, CREATE, DROP
Construct SQL statements to filter, sort, group results, use built-in functions, compose nested queries, access multiple tables
Analyze data from Jupyter using R and SQL by combining SQL and R skills to query real-world datasets
"
163,"Cluster Analysis, Association Mining, and Model Evaluation","University of California, Irvine",35,4.5,Intermediate level,"Cluster analysis and segmentation
Collaborative filtering and market basket analysis
Applications of classification- and regression-type prediction models
"
310,Deep Learning with PyTorch : Image Segmentation,Coursera Project Network,161,4.4,Intermediate level,"Use U-Net architecture for segmentation
Create train function and evaluator for training loop
"
156,Clean and analyze social media usage data with Python,Coursera Project Network,0,0.0,Intermediate level,"Increase client reach and engagement
Gain valuable insights that will help improve social media performance
Achieve their social media goals and provide data-driven recommendations
"
871,Working with BigQuery,Coursera Project Network,198,4.3,Beginner level,"Write Queries to analyze big data
Visualize query results with data studio
save, create report and share your work
"
389,Fundamentals of Data Visualization,University of Colorado Boulder,23,4.7,Intermediate level,"Develop a toolkit for exploring and communicating complex data using visualization
Produce basic data visualizations using a chosen dataset
Compare methods for visualizing data and understand how these methods may guide users towards different conclusions
Evaluate how effectively a visualization conveys target data
"
58,Analyze Data in a Model Car Database with MySQL Workbench,Coursera Project Network,0,0.0,Intermediate level," Explore products currently in inventory
Determine important factors that may influence inventory reorganization/reduction
Provide analytic insights and data-driven recommendations
"
843,Understanding Deepfakes with Keras,Coursera Project Network,159,4.4,Advanced level,"Implement a Deep Convolutional Generative Adversarial Network (DCGAN).
Train a DCGAN to synthesize realistic looking images.
"
236,Data Mining Methods,University of Colorado Boulder,17,3.9,Intermediate level,"Identify the core functionalities of data modeling in the data mining pipeline
Apply techniques that can be used to accomplish the core functionalities of data modeling and explain how they work. 
Evaluate data modeling techniques, determine which is most suitable for a particular task, and identify potential improvements.
"
354,Exploratory Data Analysis With Python and Pandas,Coursera Project Network,403,4.5,Beginner level,"Apply practical Exploratory Data Analysis (EDA) techniques on any tabular dataset using Python packages such as Pandas and Numpy.
Produce data visualizations using Seaborn and Matplotlib
"
759,Scrape and analyze data analyst job requirements with Python,Coursera Project Network,0,0.0,Intermediate level,"Increase the efficiency of job vacancy sourcing
Improve the quality of job vacancy sourcing 
Gain a competitive advantage
"
678,Predictive Modeling with Logistic Regression using SAS,SAS,52,4.6,Intermediate level,
478,Interpretable Machine Learning Applications: Part 1,Coursera Project Network,24,4.3,Beginner level,"How to select and compare different prediction models (classification regressors) for a real world dataset (FIFA 2018 Soccer World Cup Statistics). 
How to extract the most important features, which impact the classifiers, in a model-agnostic approach, together with caveats.
How to get an insight into the way values of the most important features impact the predictions made by the classifiers.
"
118,Build and deploy a stroke prediction model using R,Coursera Project Network,0,0.0,Intermediate level,"Explore the dataset to identify the most important patient and/or clinical characteristics
Build a well-validated stroke prediction model for clinical use
Deploy the model to enhance the organization's clinical decision-making
"
847,Unsupervised Algorithms in Machine Learning,University of Colorado Boulder,0,0.0,Intermediate level,"Explain what unsupervised learning is, and list methods used in unsupervised learning.
List and explain algorithms for various matrix factorization methods, and what each is used for.
List and explain algorithms for various matrix factorization methods, and what each is used for.
"
857,Using Descriptive Statistics to Analyze Data in R,Coursera Project Network,90,4.6,Beginner level,"Learn how to calculate descriptive statistical metrics in order to describe a dataset in basic R  
Create a data quality report file (exported to Excel in CSV format) from a dataset loaded in R  
"
844,Understanding and Applying Text Embeddings,DeepLearning.AI,28,4.8,Beginner level,"Apply text embeddings for tasks such as classification, clustering, and outlier detection.
Modify the text generation behavior of an LLM by adjusting the parameters temperature, top-k, and top-p.
Apply the open source ScaNN (Scalable Nearest Neighbors) library for efficient semantic search.
"
679,"Predictive Modeling, Model Fitting, and Regression Analysis","University of California, Irvine",59,4.4,Intermediate level,"The application of predictive modeling to professional and academic work
Applications of classification analysis: decision trees
Applications of regression analysis (linear and logistic)
"
67,Applied Data Science for Data Analysts,Databricks,49,4.5,Intermediate level,"Explore data using unsupervised machine learning. 
Solve complex supervised learning problems using tree-based models.
Apply hyperparameter tuning and cross-validation strategies to improve model performance.
"
